track_name,artist_name,album_name,release_date,track_id,spotify_url,mood_keywords
Nostalgia,Luminescent,Nuages,2017-12-21,1ALoNRJmpHIssW94h3CIbb,https://open.spotify.com/track/1ALoNRJmpHIssW94h3CIbb,nostalgic solemn pensive
Nostalgia,Lenny Ibizarre,Ambient Collection Vol. 4,2001,6Z09RQmExlBzR6wtyZF5Y7,https://open.spotify.com/track/6Z09RQmExlBzR6wtyZF5Y7,nostalgic solemn pensive
Atmospheric Strings,Ambient Space,Ambient Relaxation,2021-05-06,57c5s4nnpsmpSTfR1ey1QN,https://open.spotify.com/track/57c5s4nnpsmpSTfR1ey1QN,nostalgic solemn pensive
Orchestral Sentimental Cinematic Piano,makesound music,Cinematic Emotional Piano,2022-10-18,1A59qG544YjjYA2VewGDQj,https://open.spotify.com/track/1A59qG544YjjYA2VewGDQj,nostalgic solemn pensive
Mellow Reflections,Sad Piano Music Collective,Tender Fall: Romantic Piano Music,2025-06-20,10BnNwvhkRkrApDqXVEbBB,https://open.spotify.com/track/10BnNwvhkRkrApDqXVEbBB,nostalgic solemn pensive
Melancholy,Peter Guja,Nostalgia,2013-02-03,1FR6cS205rs3UsTam8UryA,https://open.spotify.com/track/1FR6cS205rs3UsTam8UryA,nostalgic solemn pensive
Piano Ambient Sleep,Piano Melody Zone,Dream Whispers: Piano Music for Work,2025-06-27,5pie8cIFYm8jeR9UPwsi1c,https://open.spotify.com/track/5pie8cIFYm8jeR9UPwsi1c,nostalgic solemn pensive
Ambient Sleep Music (Piano & Saxophone),RW Sleep Piano Music,"Deep Sleep Piano Music – Calm Instrumental Songs for Kids and Adults, Deep Sleep, Relaxing Ambience, Insomnia Cure, Good Night Sleeping, BGM",2019-10-30,1lzxL2Ofy2uLCnzEoQKaJK,https://open.spotify.com/track/1lzxL2Ofy2uLCnzEoQKaJK,nostalgic solemn pensive
Ambient Inspiration,DensoMusic,Ambient Corporate Background,2021-03-21,3TusN0gYe1WDnsNm7d25rA,https://open.spotify.com/track/3TusN0gYe1WDnsNm7d25rA,nostalgic solemn pensive
Quiet Thoughts of You (Instrumental Piano & Orchestra) - Sad Music Love Song,Sad Piano Music Instrumental Collective Australia,Sad Piano Music 1: Instrumental Love Songs Sentimental Emotional Dramatic Melancholic,2016-12-19,3EmzMFZ7NX7LgQlvsviaLu,https://open.spotify.com/track/3EmzMFZ7NX7LgQlvsviaLu,nostalgic solemn pensive
Ambient Guitar Sleeping Music (Soothing Wave Sounds),Deep Sleep Music Collective,Sleep Music With Asmr Ocean Waves Sounds for Deep Sleep and Ambient Guitar Sleeping Music,2017-11-21,6I6AAECXYGGZIb5ibbXXrJ,https://open.spotify.com/track/6I6AAECXYGGZIb5ibbXXrJ,nostalgic solemn pensive
Nostalgic Melodies,Study Jazz,Slow Jazz Trumpet Solo Music for Relax,2021-12-22,6TJK14KYI9mTVVg5ki7JEd,https://open.spotify.com/track/6TJK14KYI9mTVVg5ki7JEd,nostalgic solemn pensive
Dramatic Ambient,Ambient Sound Center,"Dramatic Ambient - Gothic Dark Fantasy Ambient, Sad & Somber Background",2019-06-11,75OxPGrERexNVSqos3hoN5,https://open.spotify.com/track/75OxPGrERexNVSqos3hoN5,nostalgic solemn pensive
Ambient Dissolution Into Nostalgic Dreams,hanging moss,Autumn Journeys & Reflections,2013-11-07,4B6wQc2k9MwS7MVSaTBPqH,https://open.spotify.com/track/4B6wQc2k9MwS7MVSaTBPqH,nostalgic solemn pensive
Nostalgic Dread - Instrumental,Desolate Blight,Nostalgic Dread (Instrumental),2021-01-01,7jc9eerUFY9YOPrrQdrlUX,https://open.spotify.com/track/7jc9eerUFY9YOPrrQdrlUX,nostalgic solemn pensive
Nostalgia,breezy brooks,Nostalgia,2024-10-25,2rUSAuDUNNaLUJgdnO4dbK,https://open.spotify.com/track/2rUSAuDUNNaLUJgdnO4dbK,nostalgic solemn pensive
Nostalgic - Instrumental,GLDNHR,Nostalgic,2022-04-29,2ibkb5BwudzQiuNcwvvzBM,https://open.spotify.com/track/2ibkb5BwudzQiuNcwvvzBM,nostalgic solemn pensive
Melancholic Saxophone,Jazz Instrumental Relax Center,Calming Jazz for Reading: Soothing Evening with Cozy Instrumental Background,2022-02-02,0AYqXFsYx9feWW3GhpIZDx,https://open.spotify.com/track/0AYqXFsYx9feWW3GhpIZDx,nostalgic solemn pensive
Nostalgia,AK,Assorted Cinematic Works,2017-08-23,2bkOM6uRYFVYfliDxvvYCI,https://open.spotify.com/track/2bkOM6uRYFVYfliDxvvYCI,nostalgic solemn pensive
Soft Piano Ambience,Sad Music,Piano & Sentimental Moments,2023-05-07,7t7Hxh6NJ08m5lplUWz68g,https://open.spotify.com/track/7t7Hxh6NJ08m5lplUWz68g,nostalgic solemn pensive
